time,user,post,dist
1245969885,78847,714,4
1245969885,299196,714,4
1245969887,234351,714,100
1245969887,331439,714,4
1245969888,163755,714,100
1245969888,216937,714,4
1245969889,83801,714,3
1245969890,152697,714,3
1245969890,141250,714,100
1245969891,15241,714,1
1245969891,113546,714,100
1245969891,126471,714,100
1245969893,265966,714,100
1245969893,32335,714,5
1245969893,149831,714,4
1245969893,111219,714,100
1245969893,147259,714,1
1245969895,198171,714,100
1245969896,72404,714,100
1245969897,282204,714,100
1245969898,297407,714,5
1245969899,211977,714,4
1245969899,101502,714,3
1245969900,179616,714,100
1245969900,34501,714,100
1245969901,103710,714,4
1245969901,264643,714,3
1245969901,197344,714,3
1245969901,314699,714,4
1245969903,10929,714,3
1245969905,299660,714,7
1245969905,282179,714,3
1245969907,214196,714,100
1245969908,141841,714,100
1245969908,111834,714,4
1245969908,197325,714,3
1245969908,327890,714,100
1245969909,135947,714,100
1245969909,281440,714,4
1245969909,324773,714,100
1245969909,254918,714,100
1245969909,92675,714,3
1245969912,117552,714,100
1245969914,160371,714,3
1245969915,144136,714,3
1245969916,154221,714,100
1245969917,251154,714,3
1245969917,44728,714,100
1245969918,17964,714,4
1245969919,123895,714,3
1245969919,110862,714,100
1245969919,157662,714,100
1245969920,245860,714,100
1245969920,195034,714,3
1245969922,57536,714,3
1245969922,70557,714,3
1245969922,265107,714,100
1245969922,191390,714,3
1245969922,247814,714,100
1245969923,333398,714,3
1245969924,86695,714,100
1245969925,167412,714,3
1245969926,112816,714,4
1245969926,333793,714,3
1245969927,215211,714,4
1245969927,22751,714,100
1245969927,252776,714,3
1245969928,201069,714,100
1245969929,38420,714,3
1245969929,189368,714,3
1245969929,243374,714,3
1245969929,92206,714,100
1245969930,10877,714,4
1245969930,277437,714,3
1245969930,166675,714,3
1245969931,203715,714,100
1245969931,210798,714,3
1245969931,166722,714,100
1245969931,323722,714,100
1245969932,291250,714,100
1245969933,84869,714,3
1245969935,20447,714,2
1245969936,171963,714,100
1245969936,87878,714,3
1245969936,24950,714,100
1245969936,199271,714,3
1245969937,104175,714,100
1245969937,76842,714,3
1245969937,34800,714,3
1245969938,25030,714,3
1245969939,286829,714,3
1245969939,181285,714,3
1245969940,51027,714,3
1245969940,273940,714,4
1245969940,38240,714,4
1245969940,62596,714,4
1245969941,326124,714,4
1245969942,15594,714,5
1245969942,78158,714,100
1245969943,49405,714,3
1245969943,209794,714,3
1245969944,4521,714,3
1245969944,177136,714,100
1245969944,273004,714,3
1245969944,76848,714,100
1245969944,206244,714,100
1245969944,255633,714,4
1245969945,24286,714,3
1245969946,235943,714,100
1245969946,68290,714,3
1245969946,306678,714,3
1245969947,79625,714,100
1245969947,161119,714,100
1245969948,91627,714,5
1245969948,121569,714,3
1245969949,148414,714,3
1245969950,244786,714,100
1245969950,316871,714,4
1245969950,256537,714,3
1245969951,238671,714,4
1245969953,199004,714,100
1245969953,196624,714,100
1245969953,23036,714,100
1245969953,73357,714,100
1245969954,316530,714,100
1245969954,296069,714,4
1245969954,71103,714,4
1245969954,319770,714,1
1245969955,217159,714,4
1245969956,204670,714,4
1245969956,78932,714,100
1245969956,149174,714,2
1245969957,21725,714,3
1245969958,320075,714,100
1245969958,112982,714,100
1245969958,231376,714,2
1245969959,75510,714,100
1245969960,235899,714,100
1245969961,140150,714,4
1245969961,200697,714,100
1245969961,16154,714,3
1245969963,301883,714,2
1245969963,247501,714,100
1245969964,21734,714,4
1245969965,12815,714,100
1245969965,217749,714,5
1245969966,145564,714,3
1245969967,129820,714,3
1245969969,319299,714,3
1245969969,72773,714,3
1245969969,98554,714,100
1245969970,35811,714,3
1245969970,69487,714,3
1245969970,273694,714,4
1245969971,22991,714,100
1245969971,271903,714,100
1245969971,6149,714,100
1245969972,201303,714,3
1245969972,57680,714,100
1245969973,231868,714,3
1245969973,113622,714,3
1245969973,152438,714,5
1245969974,109297,714,4
1245969974,137317,714,3
1245969974,244598,714,3
1245969975,324276,714,4
1245969976,151526,714,100
1245969976,167407,714,100
1245969977,56298,714,3
1245969977,40461,714,100
1245969977,215251,714,4
1245969978,188034,714,100
1245969980,53908,714,100
1245969980,181379,714,100
1245969980,218027,714,3
1245969983,139625,714,100
1245969983,324232,714,4
1245969984,62895,714,3
1245969984,103125,714,2
1245969984,75277,714,2
1245969984,17761,714,100
1245969985,329859,714,3
1245969986,70959,714,3
1245969986,209885,714,100
1245969987,320335,714,3
1245969987,94183,714,100
1245969987,193881,714,4
1245969987,116349,714,2
1245969989,14425,714,3
1245969989,142765,714,3
1245969990,232759,714,3
1245969991,1293,714,3
1245969991,107190,714,4
1245969991,290199,714,3
1245969991,59154,714,3
1245969991,34095,714,100
1245969992,314629,714,4
1245969992,170637,714,100
1245969992,265093,714,4
1245969993,252500,714,100
1245969993,11824,714,100
1245969993,205383,714,3
1245969994,48840,714,3
1245969995,37967,714,5
1245969995,260529,714,4
1245969996,132483,714,3
1245969996,24490,714,4
1245969996,28931,714,100
1245969996,149542,714,3
1245969996,91122,714,100
1245969997,31917,714,3
1245969998,66466,714,100
1245969998,229822,714,6
1245969999,49638,714,3
1245970000,287471,714,3
1245970001,209154,714,100
1245970001,48777,714,3
1245970001,205936,714,2
1245970002,6858,714,4
1245970002,3352,714,3
1245970002,141259,714,100
1245970003,318261,714,100
1245970003,24391,714,4
1245970004,237449,714,3
1245970004,84918,714,100
1245970004,160426,714,4
1245970004,250103,714,3
1245970004,176609,714,100
1245970005,249627,714,3
1245970006,17105,714,100
1245970008,237039,714,100
1245970008,73737,714,100
1245970009,111924,714,3
1245970010,284171,714,4
1245970010,217081,714,3
1245970011,20252,714,100
1245970011,182177,714,100
1245970011,211146,714,3
1245970011,280473,714,6
1245970011,287061,714,4
1245970012,47962,714,3
1245970013,44123,714,100
1245970013,153187,714,4
1245970014,7613,714,4
1245970014,315807,714,3
1245970014,314917,714,3
1245970015,64573,714,100
1245970016,322550,714,3
1245970016,23407,714,3
1245970018,299823,714,100
1245970018,80419,714,3
1245970018,194702,714,4
1245970018,761,714,3
1245970020,206436,714,5
1245970020,33299,714,3
1245970020,162911,714,3
1245970021,301142,714,100
1245970021,47582,714,100
1245970022,171445,714,3
1245970022,179251,714,4
1245970022,19111,714,100
1245970023,44621,714,100
1245970024,83987,714,100
1245970025,249337,714,3
1245970025,316891,714,3
1245970026,70347,714,6
1245970027,169281,714,100
1245970027,289466,714,100
1245970027,81628,714,100
1245970028,231310,714,100
1245970029,82809,714,4
1245970030,19926,714,3
1245970031,15346,714,100
1245970031,328106,714,3
1245970032,299433,714,100
1245970033,322670,714,3
1245970034,276539,714,100
1245970034,249488,714,4
1245970034,115489,714,2
1245970034,258061,714,3
1245970035,309197,714,2
1245970035,27403,714,4
1245970035,79499,714,3
1245970036,176770,714,4
1245970036,158835,714,100
1245970036,57506,714,100
1245970036,285551,714,3
1245970037,69304,714,100
1245970037,311136,714,4
1245970037,49569,714,3
1245970037,93540,714,100
1245970037,114599,714,100
1245970038,280881,714,4
1245970040,310318,714,3
1245970040,87594,714,3
1245970041,147392,714,100
1245970042,232043,714,3
1245970043,166009,714,3
1245970044,274618,714,100
1245970044,232567,714,100
1245970045,77681,714,100
1245970046,322663,714,100
1245970047,126952,714,3
1245970048,123324,714,4
1245970048,4356,714,3
1245970049,22695,714,4
1245970049,11806,714,4
1245970049,238664,714,3
1245970049,285740,714,100
1245970050,249305,714,3
1245970050,39153,714,100
1245970051,98409,714,100
1245970052,325298,714,3
1245970053,106472,714,5
1245970056,189256,714,2
1245970057,299383,714,100
1245970057,51857,714,3
1245970057,142904,714,100
1245970057,228638,714,100
1245970057,204928,714,3
1245970057,1179,714,4
1245970058,224309,714,2
1245970058,273845,714,100
1245970058,78677,714,100
1245970059,13363,714,3
1245970060,250230,714,3
1245970060,283053,714,4
1245970060,24149,714,3
1245970062,212404,714,100
1245970062,58053,714,3
1245970063,118827,714,100
1245970064,322605,714,4
1245970064,110815,714,100
1245970064,273016,714,3
1245970065,182393,714,100
1245970065,22379,714,5
1245970065,257146,714,3
1245970065,211030,714,3
1245970066,81502,714,7
1245970066,41082,714,100
1245970067,165054,714,3
1245970067,326601,714,3
1245970067,28983,714,100
1245970070,151094,714,3
1245970070,201272,714,3
1245970070,69939,714,3
1245970070,197300,714,3
1245970071,330640,714,100
1245970071,15288,714,100
1245970071,55986,714,100
1245970071,84377,714,3
1245970072,4291,714,3
1245970072,14894,714,100
1245970073,282370,714,100
1245970073,163309,714,100
1245970074,53895,714,100
1245970074,77782,714,4
1245970075,334167,714,3
1245970075,86342,714,100
1245970075,151261,714,3
1245970076,185735,714,100
1245970076,217046,714,100
1245970076,164806,714,100
1245970078,130641,714,100
1245970078,149169,714,100
1245970079,301193,714,100
1245970079,309500,714,100
1245970079,185489,714,100
1245970079,146864,714,100
1245970080,182165,714,100
1245970080,289302,714,3
1245970081,280375,714,100
1245970082,160459,714,4
1245970083,70457,714,3
1245970083,57700,714,4
1245970084,218771,714,100
1245970084,33262,714,3
1245970084,306326,714,3
1245970085,58994,714,100
1245970085,263432,714,100
1245970086,22152,714,100
1245970086,306497,714,3
1245970089,136728,714,100
1245970089,63347,714,4
1245970090,191600,714,100
1245970090,63443,714,100
1245970090,96700,714,5
1245970090,253180,714,3
1245970091,126941,714,3
1245970091,310473,714,4
1245970093,140234,714,3
1245970094,65485,714,100
1245970095,161578,714,4
1245970095,113260,714,100
1245970097,12247,714,100
1245970097,268245,714,100
1245970097,85873,714,100
1245970097,99235,714,100
1245970098,33590,714,100
1245970100,195785,714,4
1245970100,302489,714,4
1245970101,257167,714,100
1245970101,159104,714,100
1245970102,194539,714,2
1245970103,252473,714,3
1245970104,32073,714,3
1245970104,222725,714,100
1245970105,158904,714,100
1245970105,100764,714,3
1245970105,227407,714,3
1245970106,247000,714,6
1245970106,179097,714,100
1245970107,72061,714,100
1245970107,265928,714,3
1245970107,250118,714,3
1245970108,245280,714,100
1245970108,170179,714,2
1245970109,240230,714,100
1245970109,231269,714,3
1245970109,6954,714,100
1245970110,182258,714,3
1245970111,192347,714,4
1245970112,48985,714,3
1245970112,312244,714,3
1245970112,140063,714,3
1245970112,273150,714,4
1245970112,6830,714,100
1245970112,65148,714,100
1245970112,245209,714,100
1245970113,154258,714,4
1245970114,151291,714,3
1245970114,21990,714,100
1245970114,296400,714,100
1245970115,270829,714,100
1245970115,305821,714,100
1245970115,278851,714,4
1245970116,237637,714,100
1245970116,134338,714,100
1245970116,58371,714,100
1245970116,150243,714,4
1245970116,263369,714,100
1245970117,34206,714,100
1245970117,64829,714,3
1245970117,196061,714,100
1245970117,289132,714,4
1245970118,74029,714,3
1245970118,166979,714,100
1245970119,206973,714,100
1245970119,205261,714,5
1245970119,160526,714,100
1245970120,225807,714,100
1245970121,334098,714,100
1245970122,112144,714,3
1245970122,146161,714,4
1245970122,105668,714,4
1245970123,84208,714,100
1245970123,328618,714,100
1245970124,258192,714,100
1245970127,23270,714,4
1245970127,186023,714,3
1245970127,269502,714,3
1245970127,23881,714,3
1245970128,247216,714,3
1245970128,29781,714,3
1245970129,201562,714,3
1245970130,134297,714,2
1245970130,207130,714,100
1245970130,168919,714,100
1245970130,162533,714,3
1245970130,335287,714,3
1245970130,7294,714,3
1245970131,210367,714,4
1245970131,301698,714,100
1245970131,304260,714,3
1245970132,323801,714,3
1245970132,53991,714,100
1245970132,65873,714,3
1245970132,299966,714,100
1245970132,284671,714,5
1245970132,235281,714,3
1245970133,160532,714,100
1245970133,330042,714,3
1245970135,41170,714,100
1245970135,27043,714,100
1245970135,69246,714,100
1245970135,298222,714,100
1245970136,46168,714,3
1245970137,294126,714,100
1245970137,254721,714,100
1245970138,142030,714,100
1245970138,181970,714,3
1245970140,171931,714,4
1245970140,148664,714,4
1245970140,77721,714,3
1245970142,31331,714,100
1245970142,104754,714,3
1245970143,60657,714,100
1245970143,309028,714,5
1245970143,104986,714,3
1245970143,239329,714,3
1245970145,78860,714,3
1245970146,53916,714,100
1245970146,289145,714,4
1245970147,43475,714,100
1245970147,104152,714,4
1245970147,30563,714,3
1245970147,82924,714,100
1245970147,87828,714,100
1245970148,172882,714,2
1245970149,144197,714,100
1245970149,306831,714,3
1245970150,141453,714,100
1245970150,291743,714,3
1245970151,255509,714,3
1245970152,299865,714,3
1245970152,185312,714,100
1245970153,229184,714,100
1245970153,162971,714,100
1245970153,327815,714,100
1245970154,66644,714,100
1245970154,79119,714,4
1245970155,166660,714,5
1245970155,190796,714,100
1245970156,237106,714,4
1245970156,327421,714,3
1245970157,278292,714,3
1245970158,65460,714,100
1245970159,327496,714,2
1245970160,331731,714,3
1245970160,254424,714,3
1245970160,6534,714,100
1245970160,180101,714,4
1245970160,175223,714,4
1245970162,334551,714,100
1245970163,332112,714,4
1245970163,153850,714,100
1245970163,262158,714,100
1245970164,329227,714,3
1245970165,275442,714,100
1245970165,139507,714,100
1245970166,132306,714,100
1245970166,273911,714,4
1245970167,96401,714,100
1245970167,259392,714,100
1245970167,296344,714,3
1245970168,316915,714,3
1245970168,161372,714,4
1245970169,164245,714,100
1245970169,333326,714,3
1245970170,264011,714,3
1245970170,176206,714,100
1245970170,158751,714,3
1245970170,252968,714,100
1245970172,268347,714,100
1245970172,36385,714,100
1245970175,177922,714,100
1245970176,287710,714,100
1245970177,203176,714,4
1245970177,131766,714,2
1245970178,253116,714,100
1245970179,118402,714,100
1245970179,157952,714,100
1245970181,210862,714,3
1245970181,294023,714,3
1245970182,304695,714,100
1245970183,262445,714,3
1245970183,173511,714,100
1245970184,234990,714,3
1245970184,151559,714,100
1245970185,331512,714,3
1245970185,29404,714,4
1245970186,44955,714,4
1245970187,299194,714,100
1245970188,100658,714,3
1245970188,239572,714,3
1245970189,27270,714,100
1245970189,297505,714,4
1245970189,58943,714,4
1245970190,39596,714,4
1245970192,191041,714,100
1245970192,195003,714,3
1245970193,34848,714,3
1245970194,127766,714,5
1245970194,298626,714,3
1245970195,305540,714,100
1245970195,173136,714,100
1245970196,268002,714,3
1245970196,137557,714,100
1245970197,200051,714,3
1245970198,163146,714,100
1245970199,167896,714,4
1245970200,87455,714,100
1245970201,103116,714,4
1245970201,281470,714,100
1245970201,129347,714,4
1245970203,107280,714,4
1245970204,1881,714,100
1245970204,255798,714,4
1245970204,88807,714,3
1245970205,57821,714,3
1245970206,300011,714,5
1245970207,291205,714,3
1245970207,96009,714,100
1245970207,175228,714,100
1245970207,322226,714,4
1245970208,102338,714,6
1245970208,321319,714,2
1245970208,211208,714,4
1245970209,255678,714,5
1245970210,128637,714,3
1245970210,76621,714,100
1245970210,256842,714,3
1245970212,181084,714,100
1245970212,63132,714,4
1245970213,201931,714,2
1245970214,262932,714,4
1245970214,193920,714,100
1245970214,92435,714,100
1245970214,129590,714,4
1245970214,86466,714,100
1245970215,184989,714,100
1245970215,93634,714,100
1245970215,263093,714,3
1245970216,122012,714,3
1245970216,176958,714,100
1245970217,217392,714,100
1245970217,187919,714,100
1245970218,249560,714,100
1245970218,221028,714,100
1245970218,279571,714,100
1245970219,241143,714,3
1245970219,100513,714,3
1245970219,136202,714,4
1245970220,282797,714,3
1245970221,272460,714,3
1245970222,277041,714,100
1245970222,263736,714,100
1245970224,241437,714,100
1245970225,63783,714,3
1245970225,264186,714,100
1245970225,129234,714,100
1245970225,102470,714,100
1245970225,181857,714,4
1245970227,64316,714,3
1245970227,263681,714,3
1245970228,9934,714,100
1245970229,120906,714,100
1245970230,60668,714,3
1245970230,160577,714,4
1245970231,126507,714,4
1245970232,66639,714,100
1245970232,257131,714,100
1245970233,164429,714,4
1245970234,160825,714,3
1245970234,328342,714,100
1245970235,148862,714,100
1245970235,329086,714,100
1245970235,91726,714,100
1245970236,15307,714,3
1245970236,112863,714,4
1245970237,118933,714,100
1245970238,280850,714,3
1245970238,145694,714,3
1245970239,302057,714,3
1245970240,243157,714,4
1245970240,136511,714,100
1245970240,178991,714,100
1245970240,202320,714,100
1245970241,18972,714,3
1245970241,131345,714,4
1245970241,110458,714,100
1245970241,25402,714,5
1245970241,207082,714,100
1245970243,167126,714,100
1245970244,86673,714,3
1245970244,224376,714,4
1245970244,300990,714,100
1245970244,118895,714,100
1245970245,31179,714,3
1245970245,259916,714,100
1245970245,280381,714,100
1245970245,52205,714,3
1245970245,100812,714,100
1245970246,141770,714,100
1245970246,127833,714,100
1245970247,102972,714,100
1245970247,42871,714,4
1245970248,262818,714,100
1245970248,224984,714,3
1245970249,193618,714,100
1245970249,143762,714,3
1245970249,146619,714,3
1245970249,291816,714,100
1245970250,30887,714,3
1245970251,193500,714,100
1245970253,259803,714,100
1245970253,225376,714,100
1245970255,59966,714,100
1245970255,248465,714,4
1245970255,304101,714,4
1245970256,33329,714,3
1245970257,41817,714,100
1245970257,245343,714,100
1245970260,324659,714,3
1245970260,39015,714,3
1245970260,188276,714,100
1245970261,78723,714,3
1245970262,182747,714,100
1245970262,198541,714,5
1245970263,71801,714,4
1245970264,441,714,3
1245970264,238234,714,4
1245970264,179524,714,100
1245970265,48137,714,100
1245970265,249774,714,100
1245970266,246961,714,3
1245970267,34681,714,3
1245970267,78446,714,100
1245970268,104892,714,100
1245970269,310132,714,4
1245970269,280811,714,3
1245970270,169206,714,4
1245970270,198162,714,4
1245970271,4535,714,100
1245970271,197163,714,4
1245970272,95818,714,4
1245970273,120934,714,4
1245970273,206744,714,100
1245970274,216393,714,4
1245970274,23334,714,100
1245970275,13520,714,100
1245970275,22583,714,4
1245970275,299575,714,100
1245970276,84067,714,4
1245970276,189603,714,4
1245970277,259511,714,4
1245970279,11989,714,100
1245970280,214704,714,100
1245970280,16337,714,4
1245970280,24697,714,3
1245970281,122883,714,2
1245970283,218567,714,3
1245970284,318578,714,100
1245970285,240324,714,100
1245970285,328148,714,100
1245970285,81574,714,100
1245970286,23002,714,3
1245970286,258566,714,100
1245970286,163938,714,2
1245970286,309518,714,100
1245970287,198659,714,3
1245970288,205197,714,3
1245970289,175744,714,3
1245970289,262826,714,4
1245970290,71765,714,100
1245970290,219067,714,2
1245970292,218547,714,4
1245970292,125174,714,2
1245970292,71761,714,3
1245970293,167002,714,3
1245970294,189209,714,3
1245970294,309006,714,3
1245970295,34231,714,1
1245970295,278575,714,4
1245970295,227658,714,100
1245970296,96315,714,3
1245970296,290914,714,100
1245970296,289456,714,3
1245970298,132760,714,3
1245970298,23107,714,4
1245970299,142661,714,100
1245970299,274096,714,3
1245970299,5475,714,100
1245970300,93493,714,3
1245970300,14808,714,4
1245970301,212886,714,100
1245970301,199977,714,3
1245970301,93962,714,3
1245970301,97868,714,4
1245970302,107489,714,100
1245970302,173921,714,4
1245970302,51394,714,3
1245970303,68264,714,4
1245970303,336,714,3
1245970303,171286,714,2
1245970305,73909,714,100
1245970306,174408,714,5
1245970306,169912,714,3
1245970306,16909,714,100
1245970307,56648,714,3
1245970307,29370,714,3
1245970307,132410,714,3
1245970309,134791,714,3
1245970309,34767,714,3
1245970309,41703,714,3
1245970310,321293,714,100
1245970310,8352,714,3
1245970310,145258,714,100
1245970310,186939,714,100
1245970311,225797,714,4
1245970314,143690,714,100
1245970315,274706,714,100
1245970315,246949,714,4
1245970315,313088,714,3
1245970316,93967,714,100
1245970317,36200,714,4
1245970318,149087,714,3
1245970318,52362,714,100
1245970318,148833,714,100
1245970319,211368,714,100
1245970319,140686,714,100
1245970321,70127,714,3
1245970322,303275,714,100
1245970323,119697,714,3
1245970323,255074,714,3
1245970323,97794,714,100
1245970324,92998,714,3
1245970324,116455,714,100
1245970325,172214,714,4
1245970325,307665,714,100
1245970325,302599,714,3
1245970325,165836,714,3
1245970327,332191,714,100
1245970328,196159,714,5
1245970328,333011,714,100
1245970329,292667,714,100
1245970330,190582,714,3
1245970330,291562,714,3
1245970330,14329,714,100
1245970331,294109,714,100
1245970331,257813,714,4
1245970333,284917,714,3
1245970335,134628,714,4
1245970335,103045,714,3
1245970336,189602,714,100
1245970336,176942,714,100
1245970336,91490,714,5
1245970338,156786,714,100
1245970338,95404,714,4
1245970338,248077,714,3
1245970338,5661,714,100
1245970339,174196,714,3
1245970341,305492,714,100
1245970341,147165,714,3
1245970341,27132,714,3
1245970343,159638,714,100
1245970345,214782,714,3
1245970346,67531,714,100
1245970347,263807,714,4
1245970347,23834,714,5
1245970347,68436,714,4
1245970347,184067,714,4
1245970348,21183,714,3
1245970348,21869,714,3
1245970348,264183,714,100
1245970348,9965,714,100
1245970348,5366,714,3
1245970349,148274,714,3
1245970351,252883,714,3
1245970353,193723,714,100
1245970353,155271,714,100
1245970353,262882,714,4
1245970354,246348,714,5
1245970354,262361,714,4
1245970355,299904,714,100
1245970357,4290,714,100
1245970358,296138,714,100
1245970358,43558,714,3
1245970359,297334,714,3
1245970363,87302,714,100
1245970364,111392,714,3
1245970364,307893,714,100
1245970365,209375,714,100
1245970365,58374,714,5
1245970365,334703,714,100
1245970366,86495,714,100
1245970366,225978,714,3
1245970366,8055,714,4
1245970367,22650,714,3
1245970367,313294,714,4
1245970367,23493,714,3
1245970368,206108,714,100
1245970370,84204,714,3
1245970370,33743,714,3
1245970370,259618,714,100
1245970370,47074,714,3
1245970371,112617,714,100
1245970371,47193,714,4
1245970372,214680,714,3
1245970372,51096,714,100
1245970374,105893,714,3
1245970374,310592,714,4
1245970375,312155,714,3
1245970375,272881,714,3
1245970376,37430,714,100
1245970376,230737,714,3
1245970376,328244,714,3
1245970377,164489,714,4
1245970378,206473,714,3
1245970378,38900,714,100
1245970379,28819,714,100
1245970380,58029,714,100
1245970381,262524,714,3
1245970381,201345,714,100
1245970381,219459,714,100
1245970382,150097,714,4
1245970383,133819,714,3
1245970383,285372,714,100
1245970384,46191,714,3
1245970384,280700,714,2
1245970384,284535,714,4
1245970384,267810,714,2
1245970385,257021,714,100
1245970385,131215,714,3
1245970386,109424,714,100
1245970386,176860,714,100
1245970387,193374,714,4
1245970387,124554,714,3
1245970387,88148,714,4
1245970388,218330,714,4
1245970388,178458,714,3
1245970389,266896,714,4
1245970391,77773,714,3
1245970391,223618,714,3
1245970392,146752,714,100
1245970392,309592,714,100
1245970392,269478,714,3
1245970393,260844,714,100
1245970394,126132,714,3
1245970395,97755,714,3
1245970397,116916,714,4
1245970397,37805,714,3
1245970397,220825,714,3
1245970397,124062,714,1
1245970398,293121,714,100
1245970398,308247,714,100
1245970398,84674,714,3
1245970398,143876,714,2
1245970399,61731,714,100
1245970400,124516,714,100
1245970401,102578,714,3
1245970402,250721,714,100
1245970402,205939,714,5
1245970403,46814,714,2
1245970404,20662,714,100
1245970404,180119,714,3
1245970405,188165,714,3
1245970405,24885,714,4
1245970405,117857,714,3
1245970406,45501,714,100
1245970406,300356,714,3
1245970407,45160,714,100
1245970407,89961,714,3
1245970408,316861,714,100
1245970408,114367,714,100
1245970411,201421,714,2
1245970411,7097,714,100
1245970411,64672,714,100
1245970412,38487,714,100
1245970412,206909,714,3
1245970412,91584,714,3
1245970414,85124,714,3
1245970414,95610,714,2
1245970414,235734,714,100
1245970415,56206,714,100
1245970415,243411,714,100
1245970416,269755,714,3
1245970416,297156,714,2
1245970417,91872,714,4
1245970417,164108,714,100
1245970419,300458,714,3
1245970420,44187,714,100
1245970420,138925,714,4
1245970421,308828,714,100
1245970423,57235,714,3
1245970423,92010,714,4
1245970425,281197,714,3
1245970425,261548,714,4
1245970426,85033,714,100
1245970426,144213,714,100
1245970428,202416,714,100
1245970428,294732,714,100
1245970428,208309,714,100
1245970429,86277,714,100
1245970429,57657,714,4
1245970429,330496,714,3
1245970430,228688,714,100
1245970430,200781,714,100
1245970430,287533,714,100
1245970431,2255,714,3
1245970431,76428,714,100
1245970431,315311,714,100
1245970431,269309,714,100
1245970431,124955,714,100
1245970432,18632,714,100
1245970432,4638,714,5
1245970432,61360,714,100
1245970434,321191,714,7
1245970434,304628,714,6
1245970436,248340,714,3
1245970437,92326,714,100
1245970438,224610,714,3
1245970439,23566,714,3
1245970439,202320,714,100
1245970439,318763,714,100
1245970440,263989,714,4
1245970441,142547,714,100
1245970441,177648,714,3
1245970441,4966,714,3
1245970442,218893,714,3
1245970442,142702,714,4
1245970442,116661,714,3
1245970442,102924,714,3
1245970442,334812,714,4
1245970443,246153,714,4
1245970443,62991,714,100
1245970443,293504,714,4
1245970444,226188,714,3
1245970444,63774,714,3
1245970445,15231,714,4
1245970445,119519,714,4
1245970445,180096,714,100
1245970446,294491,714,5
1245970448,181272,714,100
1245970450,21615,714,4
1245970451,277300,714,3
1245970451,16821,714,5
1245970451,45239,714,100
1245970452,124850,714,4
1245970453,119706,714,5
1245970453,11728,714,100
1245970454,167841,714,3
1245970454,277681,714,3
1245970454,315114,714,3
1245970455,142323,714,100
1245970456,2053,714,100
1245970456,215891,714,100
1245970457,299944,714,4
1245970458,17163,714,2
1245970458,223401,714,3
1245970458,224466,714,2
1245970458,143756,714,100
1245970459,75039,714,100
1245970460,199242,714,5
1245970462,286355,714,100
1245970462,1794,714,3
1245970463,137593,714,100
1245970463,61581,714,100
1245970463,66741,714,100
1245970464,270910,714,100
1245970464,299432,714,5
1245970465,219392,714,100
1245970465,56337,714,100
1245970466,143757,714,4
1245970466,214713,714,100
1245970467,50568,714,100
1245970468,109850,714,100
1245970468,230298,714,5
1245970469,194689,714,100
1245970469,74924,714,5
1245970469,291640,714,5
1245970470,72700,714,100
1245970471,50589,714,100
1245970471,324220,714,5
1245970471,197055,714,100
1245970471,16277,714,4
1245970472,210616,714,4
1245970473,204240,714,3
1245970474,201825,714,100
1245970475,189084,714,3
1245970475,319152,714,100
1245970478,207357,714,3
1245970478,229859,714,3
1245970479,176776,714,100
1245970480,199661,714,3
1245970481,90761,714,4
1245970481,31237,714,100
1245970481,80576,714,3
1245970481,262624,714,100
1245970482,54014,714,100
1245970483,41715,714,3
1245970483,220947,714,100
1245970483,26712,714,2
1245970484,103513,714,4
1245970484,140858,714,4
1245970485,159669,714,100
1245970485,131594,714,3
1245970487,126992,714,100
1245970488,192155,714,4
1245970488,248808,714,3
1245970488,109792,714,3
1245970489,78641,714,3
1245970490,25108,714,4
1245970490,330880,714,2
1245970490,311259,714,100
1245970491,305381,714,100
1245970491,84357,714,100
1245970492,30214,714,4
1245970493,159700,714,100
1245970493,55322,714,100
1245970494,189995,714,3
1245970494,10549,714,100
1245970494,94073,714,3
1245970497,2032,714,100
1245970498,311049,714,4
1245970498,88628,714,3
1245970498,54802,714,100
1245970499,251047,714,2
1245970499,128523,714,4
1245970499,231693,714,100
1245970500,311827,714,4
1245970502,172652,714,3
1245970503,191618,714,3
1245970503,245049,714,100
1245970503,162554,714,3
1245970504,45694,714,3
1245970505,295506,714,100
1245970505,94205,714,4
1245970505,307088,714,100
1245970506,20970,714,5
1245970506,183084,714,5
1245970506,329866,714,3
1245970507,8191,714,3
1245970510,39388,714,3
1245970510,131673,714,3
1245970510,110304,714,4
1245970510,238352,714,100
1245970510,13880,714,4
1245970510,104,714,100
1245970511,170941,714,3
1245970511,71894,714,3
1245970511,79775,714,3
1245970512,306227,714,4
1245970512,222734,714,2
1245970513,217171,714,100
1245970514,7919,714,3
1245970514,23067,714,100
1245970514,89101,714,100
1245970514,113007,714,3
1245970515,47911,714,100
1245970515,132334,714,3
1245970518,201200,714,4
1245970518,152967,714,100
1245970518,265346,714,100
1245970518,212325,714,4
1245970519,232481,714,3
1245970521,300822,714,4
1245970521,82053,714,100
1245970521,48949,714,100
1245970522,37651,714,4
1245970523,80615,714,3
1245970523,39134,714,4
1245970524,36191,714,3
1245970524,70217,714,4
1245970525,148941,714,100
1245970526,226543,714,100
1245970527,92055,714,100
1245970527,48145,714,4
1245970527,144254,714,3
1245970529,155188,714,4
1245970529,321854,714,100
1245970530,312008,714,4
1245970531,71449,714,4
1245970532,197329,714,100
1245970533,140582,714,3
1245970533,1444,714,100
